hội	367289	5178816	0.070921
tâm	366671	5178816	0.070802
phát	364032	5178816	0.070293
vẫn	363994	5178816	0.070285
muốn	363388	5178816	0.070168
ý	363319	5178816	0.070155
thực	363054	5178816	0.070104
bảo	362187	5178816	0.069936
chưa	360618	5178816	0.069633
chủ	358228	5178816	0.069172
kết	357768	5178816	0.069083
hợp	351767	5178816	0.067924
đẹp	350651	5178816	0.067709
ông	350175	5178816	0.067617
hãy	349886	5178816	0.067561
luôn	349365	5178816	0.067460
dụng	348372	5178816	0.067269
mặt	347565	5178816	0.067113
cuộc	347456	5178816	0.067092
đại	346756	5178816	0.066957
bản	346475	5178816	0.066902
thật	346169	5178816	0.066843
sống	345058	5178816	0.066629
lý	343479	5178816	0.066324
giới	343192	5178816	0.066268
vụ	342287	5178816	0.066094
báo	341850	5178816	0.066009
sản	341088	5178816	0.065862
bằng	339332	5178816	0.065523
the	338255	5178816	0.065315
vậy	336849	5178816	0.065044
bao	336743	5178816	0.065023
trình	335386	5178816	0.064761
tay	332268	5178816	0.064159
thanh	329106	5178816	0.063549
tháng	328140	5178816	0.063362
thêm	327391	5178816	0.063217
to	324420	5178816	0.062644
a	321828	5178816	0.062143
thương	321065	5178816	0.061996
sáng	318775	5178816	0.061554
cầu	318622	5178816	0.061524
gian	318507	5178816	0.061502
chất	318423	5178816	0.061486
tiếng	317321	5178816	0.061273
thứ	316057	5178816	0.061029
thức	311496	5178816	0.060148
tới	311286	5178816	0.060108
hết	311088	5178816	0.060069
tiền	310495	5178816	0.059955
tập	309905	5178816	0.059841
lần	309525	5178816	0.059768
hệ	308662	5178816	0.059601
minh	308612	5178816	0.059591
đối	305794	5178816	0.059047
kinh	304347	5178816	0.058768
bất	301312	5178816	0.058182
nữa	299296	5178816	0.057792
giúp	298257	5178816	0.057592
tốt	297519	5178816	0.057449
thường	296261	5178816	0.057206
hai	295924	5178816	0.057141
văn	293288	5178816	0.056632
tư	291840	5178816	0.056353
điểm	291394	5178816	0.056267
cô	288040	5178816	0.055619
mua	287160	5178816	0.055449
bài	286605	5178816	0.055342
khách	285315	5178816	0.055093
giải	282330	5178816	0.054516
lúc	282163	5178816	0.054484
quả	281134	5178816	0.054285
nguyễn	279694	5178816	0.054007
lớn	278884	5178816	0.053851
xin	277808	5178816	0.053643
thân	277418	5178816	0.053568
trang	277020	5178816	0.053491
trẻ	276973	5178816	0.053482
tài	276714	5178816	0.053432
cấp	275906	5178816	0.053276
vừa	275703	5178816	0.053237
lời	275442	5178816	0.053186
hôm	275226	5178816	0.053145
ngoài	273358	5178816	0.052784
nhau	272997	5178816	0.052714
chuyện	272881	5178816	0.052692
vn	272662	5178816	0.052649
trọng	272521	5178816	0.052622
lòng	271502	5178816	0.052425
bắt	271212	5178816	0.052369
tìm	271012	5178816	0.052331
tham	270841	5178816	0.052298
nó	270067	5178816	0.052148
tuổi	269109	5178816	0.051963
độ	268373	5178816	0.051821
trở	268324	5178816	0.051812
xuất	268294	5178816	0.051806
phần	268235	5178816	0.051795
vui	267946	5178816	0.051739
họ	267532	5178816	0.051659
thích	267019	5178816	0.051560
vấn	265163	5178816	0.051201
tế	263588	5178816	0.050897
vị	263140	5178816	0.050811
in	262483	5178816	0.050684
bên	262293	5178816	0.050647
vô	260951	5178816	0.050388
hoặc	259818	5178816	0.050169
địa	259562	5178816	0.050120
s	258187	5178816	0.049854
nhiên	258091	5178816	0.049836
đời	257573	5178816	0.049736
kỳ	257426	5178816	0.049708
mỹ	257191	5178816	0.049662
lượng	256658	5178816	0.049559
mẹ	255743	5178816	0.049383
chi	254849	5178816	0.049210
bỏ	253563	5178816	0.048962
tính	253289	5178816	0.048909
năng	252253	5178816	0.048709
nhật	251487	5178816	0.048561
phẩm	251001	5178816	0.048467
mang	250827	5178816	0.048433
cứ	248191	5178816	0.047924
bán	247739	5178816	0.047837
cá	247723	5178816	0.047834
đâu	246480	5178816	0.047594
máy	246457	5178816	0.047589
nữ	246320	5178816	0.047563
biệt	245109	5178816	0.047329
biển	245004	5178816	0.047309
nhìn	244311	5178816	0.047175
mỗi	243908	5178816	0.047097
đề	243483	5178816	0.047015
tất	242822	5178816	0.046888
thôi	242106	5178816	0.046749
thủ	242100	5178816	0.046748
xe	242063	5178816	0.046741
chết	241883	5178816	0.046706
quyền	240418	5178816	0.046423
and	240281	5178816	0.046397
đình	240242	5178816	0.046389
rằng	240070	5178816	0.046356
sử	240067	5178816	0.046356
nguyên	239594	5178816	0.046264
đăng	239364	5178816	0.046220
đều	239191	5178816	0.046186
câu	236443	5178816	0.045656
gần	236220	5178816	0.045613
loại	234473	5178816	0.045275
chia	233231	5178816	0.045036
đánh	233166	5178816	0.045023
tạo	232811	5178816	0.044954
tác	232762	5178816	0.044945
khiến	232589	5178816	0.044912
đông	231840	5178816	0.044767
đơn	231609	5178816	0.044722
com	230822	5178816	0.044570
thị	230769	5178816	0.044560
đặc	230680	5178816	0.044543
hoàn	230491	5178816	0.044507
hiệu	229425	5178816	0.044301
mất	229107	5178816	0.044239
cảnh	228803	5178816	0.044181
hoa	228661	5178816	0.044153
điện	228279	5178816	0.044079
dẫn	228167	5178816	0.044058
phòng	227798	5178816	0.043987
pháp	227723	5178816	0.043972
giao	226103	5178816	0.043659
quyết	225895	5178816	0.043619
dùng	224453	5178816	0.043341
chí	223324	5178816	0.043123
trị	223310	5178816	0.043120
chức	223013	5178816	0.043063
hỏi	222332	5178816	0.042931
nha	222198	5178816	0.042905
video	220721	5178816	0.042620
of	220013	5178816	0.042483
nghiệp	219573	5178816	0.042398
nhanh	219498	5178816	0.042384
đất	218751	5178816	0.042240
gọi	218654	5178816	0.042221
tiên	218535	5178816	0.042198
hồ	217183	5178816	0.041937
mắt	216485	5178816	0.041802
sức	216460	5178816	0.041797
bà	215868	5178816	0.041683
từng	215164	5178816	0.041547
đặt	214139	5178816	0.041349
nơi	213952	5178816	0.041313
đúng	213910	5178816	0.041305
khó	212414	5178816	0.041016
tiết	212319	5178816	0.040998
cực	212310	5178816	0.040996
dưới	211768	5178816	0.040891
lực	211661	5178816	0.040871
chân	211059	5178816	0.040754
đưa	208912	5178816	0.040340
cộng	208842	5178816	0.040326
trí	208756	5178816	0.040310
gây	207842	5178816	0.040133
ấy	207464	5178816	0.040060
đủ	207125	5178816	0.039995
nghe	207008	5178816	0.039972
phương	206727	5178816	0.039918
gái	206258	5178816	0.039827
hoàng	205127	5178816	0.039609
thu	204965	5178816	0.039578
bố	204731	5178816	0.039532
tên	204714	5178816	0.039529
gặp	204047	5178816	0.039400
ký	203539	5178816	0.039302
đổi	203091	5178816	0.039216
cuối	202076	5178816	0.039020
phụ	201589	5178816	0.038926
đạo	201385	5178816	0.038886
for	200839	5178816	0.038781
hiểu	200838	5178816	0.038781
diễn	199454	5178816	0.038513
chế	198605	5178816	0.038349
xã	198489	5178816	0.038327
chuyên	198177	5178816	0.038267
dự	197505	5178816	0.038137
đừng	197382	5178816	0.038113
nhỏ	196898	5178816	0.038020
trả	196883	5178816	0.038017
chơi	196764	5178816	0.037994
lấy	195523	5178816	0.037754
tổng	195179	5178816	0.037688
lịch	194520	5178816	0.037561
tuần	193887	5178816	0.037438
mấy	193794	5178816	0.037421
chị	193573	5178816	0.037378
tỉnh	192761	5178816	0.037221
triệu	192362	5178816	0.037144
nhớ	192046	5178816	0.037083
dù	191594	5178816	0.036996
độc	191001	5178816	0.036881
chiến	190657	5178816	0.036815
thay	190567	5178816	0.036797
mạnh	189252	5178816	0.036543
chọn	189083	5178816	0.036511
hóa	188955	5178816	0.036486
sĩ	187698	5178816	0.036243
facebook	187414	5178816	0.036189
nguồn	187174	5178816	0.036142
phục	185945	5178816	0.035905
tục	185682	5178816	0.035854
sở	185479	5178816	0.035815
nghĩ	185334	5178816	0.035787
thi	184993	5178816	0.035721
phạm	183276	5178816	0.035390
nổi	183172	5178816	0.035369
thiết	183146	5178816	0.035364
dễ	182378	5178816	0.035216
chắc	182296	5178816	0.035200
trực	181962	5178816	0.035136
phí	181755	5178816	0.035096
tối	181672	5178816	0.035080
đồ	181193	5178816	0.034987
tổ	180972	5178816	0.034945
đáng	177498	5178816	0.034274
bé	175412	5178816	0.033871
sẻ	173984	5178816	0.033595
mạng	173648	5178816	0.033530
truyền	172619	5178816	0.033332
giữa	172354	5178816	0.033281
thái	172158	5178816	0.033243
đầy	171925	5178816	0.033198
kiến	171605	5178816	0.033136
dành	171575	5178816	0.033130
tử	171413	5178816	0.033099
bởi	171244	5178816	0.033066
ba	171063	5178816	0.033031
chương	169293	5178816	0.032690
kiện	167921	5178816	0.032425
thống	166980	5178816	0.032243
liệu	166435	5178816	0.032138
dài	166030	5178816	0.032059
da	166000	5178816	0.032054
xa	165507	5178816	0.031958
ca	164352	5178816	0.031735
ơn	164153	5178816	0.031697
chiều	163940	5178816	0.031656
tp	163752	5178816	0.031620
trần	163656	5178816	0.031601
chung	161711	5178816	0.031225
tiêu	161472	5178816	0.031179
on	161366	5178816	0.031159
hộ	161296	5178816	0.031145
like	161205	5178816	0.031128
danh	161185	5178816	0.031124
tranh	161018	5178816	0.031092
lưu	160302	5178816	0.030953
lập	160247	5178816	0.030943
you	160092	5178816	0.030913
hướng	159924	5178816	0.030880
khu	159260	5178816	0.030752
y	159230	5178816	0.030746
chuẩn	159215	5178816	0.030744
lợi	158910	5178816	0.030685
ạ	158809	5178816	0.030665
sát	158797	5178816	0.030663
lắm	158756	5178816	0.030655
màu	158589	5178816	0.030623
đội	158540	5178816	0.030613
cố	158276	5178816	0.030562
nghệ	157877	5178816	0.030485
v	157640	5178816	0.030439
viết	157165	5178816	0.030348
trời	157154	5178816	0.030346
phố	156248	5178816	0.030171
tinh	155997	5178816	0.030122
giữ	155818	5178816	0.030088
ít	155726	5178816	0.030070
sách	155140	5178816	0.029957
chẳng	155091	5178816	0.029947
ban	154958	5178816	0.029922
đọc	154920	5178816	0.029914
thoại	154756	5178816	0.029883
mong	154565	5178816	0.029846
phong	154497	5178816	0.029832
thần	154089	5178816	0.029754
siêu	153920	5178816	0.029721
án	153666	5178816	0.029672
hoạt	153312	5178816	0.029604
đàn	152972	5178816	0.029538
this	152963	5178816	0.029536
is	152714	5178816	0.029488
lâu	152396	5178816	0.029427
nghĩa	152246	5178816	0.029398
tăng	152243	5178816	0.029397
tưởng	151556	5178816	0.029265
đôi	151398	5178816	0.029234
tức	151387	5178816	0.029232
thiên	151351	5178816	0.029225
giáo	151158	5178816	0.029188
vệ	150956	5178816	0.029149
giả	150948	5178816	0.029147
cứu	150617	5178816	0.029083
chứ	150583	5178816	0.029077
phim	149972	5178816	0.028959
cửa	149354	5178816	0.028839
thuộc	149281	5178816	0.028825
kế	148869	5178816	0.028746
hải	148698	5178816	0.028713
chuyển	148479	5178816	0.028670
tượng	148170	5178816	0.028611
tích	147920	5178816	0.028563
rõ	147753	5178816	0.028530
gửi	147569	5178816	0.028495
chịu	147422	5178816	0.028466
biểu	147185	5178816	0.028421
sang	146299	5178816	0.028250
diện	146276	5178816	0.028245
chứng	146110	5178816	0.028213
ko	146074	5178816	0.028206
du	145689	5178816	0.028132
nghiệm	145623	5178816	0.028119
xuống	145290	5178816	0.028055
môi	145069	5178816	0.028012
tuyệt	144713	5178816	0.027943
tiến	144645	5178816	0.027930
đêm	144255	5178816	0.027855
thư	144122	5178816	0.027829
hòa	143717	5178816	0.027751
bệnh	143698	5178816	0.027747
bàn	143081	5178816	0.027628
phúc	142932	5178816	0.027599
đức	142881	5178816	0.027590
biến	142735	5178816	0.027561
mở	142640	5178816	0.027543
ty	142137	5178816	0.027446
quân	142110	5178816	0.027441
giảm	142008	5178816	0.027421
bay	141948	5178816	0.027409
sắc	141892	5178816	0.027399
ứng	141842	5178816	0.027389
chiếc	141721	5178816	0.027366
mai	141688	5178816	0.027359
áo	141112	5178816	0.027248
kể	140533	5178816	0.027136
trái	140146	5178816	0.027061
vật	139891	5178816	0.027012
trợ	138963	5178816	0.026833
áp	138639	5178816	0.026770
khoảng	138287	5178816	0.026702
dịch	137837	5178816	0.026616
hữu	137470	5178816	0.026545
quý	136611	5178816	0.026379
trưởng	136493	5178816	0.026356
duy	135993	5178816	0.026259
ngờ	135980	5178816	0.026257
trai	135839	5178816	0.026230
khai	135543	5178816	0.026173
with	135130	5178816	0.026093
luận	134302	5178816	0.025933
tân	134210	5178816	0.025915
p	133982	5178816	0.025871
bác	133582	5178816	0.025794
tuy	133421	5178816	0.025763
xác	133104	5178816	0.025702
lê	133086	5178816	0.025698
đau	132792	5178816	0.025641
luật	132156	5178816	0.025519
ơi	131760	5178816	0.025442
cổ	131607	5178816	0.025413
vi	131597	5178816	0.025411
triển	131185	5178816	0.025331
e	130879	5178816	0.025272
nóng	130658	5178816	0.025229
tương	130586	5178816	0.025215
đa	129853	5178816	0.025074
nhập	129473	5178816	0.025001
khỏi	129128	5178816	0.024934
tra	128996	5178816	0.024908
lo	128687	5178816	0.024849
xử	128679	5178816	0.024847
mặc	128670	5178816	0.024845
vực	128558	5178816	0.024824
t	128357	5178816	0.024785
mùa	127788	5178816	0.024675
online	127441	5178816	0.024608
chống	127367	5178816	0.024594
bí	127277	5178816	0.024576
cung	127261	5178816	0.024573
dung	127165	5178816	0.024555
riêng	127132	5178816	0.024548
phá	127039	5178816	0.024531
chú	126900	5178816	0.024504
viện	126827	5178816	0.024490
more	126800	5178816	0.024484
cười	126529	5178816	0.024432
hồi	126301	5178816	0.024388
kiếm	126048	5178816	0.024339
thiếu	125953	5178816	0.024321
vẻ	125721	5178816	0.024276
trắng	125681	5178816	0.024268
ngoại	125034	5178816	0.024143
đấu	124695	5178816	0.024078
phản	124558	5178816	0.024051
d	124534	5178816	0.024047
vàng	124225	5178816	0.023987
vài	124059	5178816	0.023955
bóng	124028	5178816	0.023949
hậu	123935	5178816	0.023931
thuật	123931	5178816	0.023930
vợ	123762	5178816	0.023898
nhiệm	123527	5178816	0.023852
link	123492	5178816	0.023846
buổi	123215	5178816	0.023792
may	122975	5178816	0.023746
sợ	122927	5178816	0.023737
long	122589	5178816	0.023671
hạnh	122546	5178816	0.023663
bước	122106	5178816	0.023578
kiểm	121294	5178816	0.023421
hồng	121008	5178816	0.023366
i	120865	5178816	0.023338
chồng	120822	5178816	0.023330
linh	120712	5178816	0.023309
hotline	120337	5178816	0.023236
càng	119716	5178816	0.023116
so	119369	5178816	0.023049
doanh	119199	5178816	0.023017
hcm	119108	5178816	0.022999
quy	118980	5178816	0.022974
đứng	118974	5178816	0.022973
phủ	118861	5178816	0.022951
đoàn	118834	5178816	0.022946
chạy	118247	5178816	0.022833
thử	118101	5178816	0.022805
tây	117939	5178816	0.022773
tận	117718	5178816	0.022731
website	117665	5178816	0.022720
hưởng	117387	5178816	0.022667
đá	117301	5178816	0.022650
kênh	117154	5178816	0.022622
tặng	116657	5178816	0.022526
phú	116599	5178816	0.022515
dương	116468	5178816	0.022489
by	115957	5178816	0.022391
la	115861	5178816	0.022372
cập	114541	5178816	0.022117
at	114469	5178816	0.022103
chờ	114344	5178816	0.022079
xong	114217	5178816	0.022055
yên	114146	5178816	0.022041
youtube	113876	5178816	0.021989
đấy	113693	5178816	0.021953
kim	113297	5178816	0.021877
bắc	113257	5178816	0.021869
ưu	113098	5178816	0.021839
xây	112996	5178816	0.021819
nằm	112584	5178816	0.021739
miễn	112466	5178816	0.021717
nạn	111821	5178816	0.021592
lãnh	111691	5178816	0.021567
hương	111219	5178816	0.021476
quận	110800	5178816	0.021395
hạn	110781	5178816	0.021391
tàu	110775	5178816	0.021390
vùng	110726	5178816	0.021381
chúc	110714	5178816	0.021378
phút	110403	5178816	0.021318
phân	110332	5178816	0.021304
xuân	110178	5178816	0.021275
vòng	109952	5178816	0.021231
ngon	109883	5178816	0.021218
khỏe	109787	5178816	0.021199
hại	109717	5178816	0.021186
quang	109595	5178816	0.021162
cáo	108927	5178816	0.021033
cụ	108686	5178816	0.020987
quay	108440	5178816	0.020939
sai	108330	5178816	0.020918
món	108228	5178816	0.020898
đóng	108215	5178816	0.020896
dựng	107984	5178816	0.020851
mục	107966	5178816	0.020848
xúc	107846	5178816	0.020824
lương	107768	5178816	0.020809
share	107603	5178816	0.020778
miền	107479	5178816	0.020754
xanh	107249	5178816	0.020709
giản	107204	5178816	0.020700
lớp	107077	5178816	0.020676
mức	107065	5178816	0.020674
nhạc	106987	5178816	0.020659
ngồi	106841	5178816	0.020630
châu	106363	5178816	0.020538
vọng	106065	5178816	0.020481
it	105983	5178816	0.020465
khả	105681	5178816	0.020406
thiện	105642	5178816	0.020399
mẫu	105468	5178816	0.020365
quảng	105432	5178816	0.020358
tuyển	105038	5178816	0.020282
âm	104350	5178816	0.020149
trách	104296	5178816	0.020139
c	104127	5178816	0.020106
vũ	103922	5178816	0.020067
buồn	103091	5178816	0.019906
mời	102902	5178816	0.019870
xảy	102696	5178816	0.019830
giống	102509	5178816	0.019794
tội	102311	5178816	0.019756
đoạn	102146	5178816	0.019724
kỹ	102074	5178816	0.019710
ngủ	102037	5178816	0.019703
yếu	101614	5178816	0.019621
cây	101390	5178816	0.019578
sơn	101212	5178816	0.019543
trò	100996	5178816	0.019502
tố	100763	5178816	0.019457
www	100643	5178816	0.019434
mãi	100558	5178816	0.019417
lạ	100446	5178816	0.019396
kẻ	100413	5178816	0.019389
tỷ	100040	5178816	0.019317
niên	100029	5178816	0.019315
lan	100010	5178816	0.019311
ngọc	99809	5178816	0.019273
formosa	99532	5178816	0.019219
clip	99512	5178816	0.019215
uống	99212	5178816	0.019157
khoa	99123	5178816	0.019140
lẽ	99116	5178816	0.019139
hè	99073	5178816	0.019130
phép	98947	5178816	0.019106
phía	98931	5178816	0.019103
m	98894	5178816	0.019096
đảm	98854	5178816	0.019088
sẵn	98706	5178816	0.019060
sâu	98662	5178816	0.019051
di	98443	5178816	0.019009
kiểu	98189	5178816	0.018960
chấp	98122	5178816	0.018947
lộ	97717	5178816	0.018869
quên	97535	5178816	0.018833
sắp	97475	5178816	0.018822
sư	96884	5178816	0.018708
xinh	96820	5178816	0.018695
dòng	96765	5178816	0.018685
lỗi	96749	5178816	0.018682
ghi	96542	5178816	0.018642
nhóm	96493	5178816	0.018632
nghị	96062	5178816	0.018549
tai	95885	5178816	0.018515
tấn	95817	5178816	0.018502
đà	95755	5178816	0.018490
cạnh	95555	5178816	0.018451
đảo	95487	5178816	0.018438
can	95295	5178816	0.018401
dưỡng	94850	5178816	0.018315
thắng	94784	5178816	0.018302
trạng	94564	5178816	0.018260
lạc	94549	5178816	0.018257
nhờ	94476	5178816	0.018243
hấp	94450	5178816	0.018238
ninh	94330	5178816	0.018215
nguy	94256	5178816	0.018200
new	94104	5178816	0.018171
gồm	93991	5178816	0.018149
sài	93989	5178816	0.018149
ủng	93975	5178816	0.018146
đen	93749	5178816	0.018102
cầm	93610	5178816	0.018076
chỗ	93580	5178816	0.018070
sớm	92888	5178816	0.017936
lai	92821	5178816	0.017923
đỏ	92751	5178816	0.017910
giấy	92512	5178816	0.017864
hot	92447	5178816	0.017851
bức	92298	5178816	0.017822
quen	92282	5178816	0.017819
cha	92274	5178816	0.017818
đạt	92023	5178816	0.017769
quản	91777	5178816	0.017722
kia	91763	5178816	0.017719
hạ	91500	5178816	0.017668
bây	91318	5178816	0.017633
khá	91212	5178816	0.017613
thú	91113	5178816	0.017593
sơ	90761	5178816	0.017525
nhẹ	90735	5178816	0.017520
đảng	90511	5178816	0.017477
trận	90457	5178816	0.017467
sân	90331	5178816	0.017442
phi	90271	5178816	0.017431
coi	90259	5178816	0.017429
kỷ	90178	5178816	0.017413
shop	90019	5178816	0.017382
hỗ	89874	5178816	0.017354
chút	89778	5178816	0.017336
gòn	89759	5178816	0.017332
quần	89711	5178816	0.017323
đào	89688	5178816	0.017318
suốt	89478	5178816	0.017278
đài	88971	5178816	0.017180
tướng	88680	5178816	0.017124
suy	88255	5178816	0.017042
tịch	88214	5178816	0.017034
or	88182	5178816	0.017027
giám	87768	5178816	0.016948
nặng	87437	5178816	0.016884
thơ	87288	5178816	0.016855
giang	86977	5178816	0.016795
trải	86971	5178816	0.016794
thất	86859	5178816	0.016772
giác	86534	5178816	0.016709
mưa	86490	5178816	0.016701
khí	85803	5178816	0.016568
khổ	85793	5178816	0.016566
sạch	85566	5178816	0.016522
ích	85375	5178816	0.016485
rộng	85353	5178816	0.016481
full	85223	5178816	0.016456
chụp	84935	5178816	0.016400
chăm	84905	5178816	0.016395
đứa	84771	5178816	0.016369
toán	84511	5178816	0.016319
vượt	84395	5178816	0.016296
quán	84324	5178816	0.016282
all	84144	5178816	0.016248
hát	84078	5178816	0.016235
mừng	84064	5178816	0.016232
hiểm	83959	5178816	0.016212
thưởng	83859	5178816	0.016193
ô	83570	5178816	0.016137
đổ	83441	5178816	0.016112
kích	83250	5178816	0.016075
rẻ	83217	5178816	0.016069
hài	82981	5178816	0.016023
đón	82891	5178816	0.016006
vận	82783	5178816	0.015985
chào	82752	5178816	0.015979
tim	82634	5178816	0.015956
vs	82627	5178816	0.015955
your	82542	5178816	0.015938
căn	82493	5178816	0.015929
lệ	82490	5178816	0.015928
tuyên	82294	5178816	0.015891
tĩnh	82190	5178816	0.015870
call	82136	5178816	0.015860
tải	81675	5178816	0.015771
mê	81651	5178816	0.015766
lao	81625	5178816	0.015761
phù	81423	5178816	0.015722
kéo	81159	5178816	0.015671
from	81065	5178816	0.015653
hàn	81025	5178816	0.015645
cam	80918	5178816	0.015625
khắc	80896	5178816	0.015621
tiện	80462	5178816	0.015537
lựa	80393	5178816	0.015523
biên	80393	5178816	0.015523
quanh	80324	5178816	0.015510
nỗi	79688	5178816	0.015387
thằng	79614	5178816	0.015373
we	79611	5178816	0.015372
sóng	79356	5178816	0.015323
ngân	79313	5178816	0.015315
phó	79001	5178816	0.015255
hơi	78848	5178816	0.015225
tầm	78602	5178816	0.015178
that	78525	5178816	0.015163
đô	78483	5178816	0.015155
xét	78451	5178816	0.015148
tín	78435	5178816	0.015145
bè	78327	5178816	0.015124
game	78271	5178816	0.015114
niệm	78170	5178816	0.015094
loạt	78169	5178816	0.015094
quê	78157	5178816	0.015092
lễ	78137	5178816	0.015088
góp	78014	5178816	0.015064
ad	77826	5178816	0.015028
bánh	77826	5178816	0.015028
nhiêu	77824	5178816	0.015027
khủng	77815	5178816	0.015026
are	77797	5178816	0.015022
fb	77258	5178816	0.014918
khăn	76915	5178816	0.014852
us	76745	5178816	0.014819
dõi	76697	5178816	0.014810
my	76588	5178816	0.014789
subscribe	76440	5178816	0.014760
lạnh	76351	5178816	0.014743
dạy	76306	5178816	0.014734
tránh	76294	5178816	0.014732
k	76222	5178816	0.014718
nắng	76187	5178816	0.014711
đòi	76158	5178816	0.014706
mắc	76156	5178816	0.014705
niềm	75856	5178816	0.014647
huy	75732	5178816	0.014623
quà	75620	5178816	0.014602
chắn	75544	5178816	0.014587
nghỉ	75544	5178816	0.014587
cũ	75484	5178816	0.014576
xuyên	75477	5178816	0.014574
no	75173	5178816	0.014515
tôn	74986	5178816	0.014479
be	74981	5178816	0.014478
hãng	74959	5178816	0.014474
khởi	74782	5178816	0.014440
thảo	74655	5178816	0.014415
tươi	74575	5178816	0.014400
thuốc	74567	5178816	0.014398
up	74497	5178816	0.014385
máu	74416	5178816	0.014369
hùng	74410	5178816	0.014368
môn	74126	5178816	0.014313
thẳng	74110	5178816	0.014310
khảo	73855	5178816	0.014261
rơi	73851	5178816	0.014260
our	73772	5178816	0.014245
ma	73379	5178816	0.014169
ngành	73254	5178816	0.014145
